,Country,Region,Happiness_Rank_15,Happiness_Score_15,Standard_Error_15,Economy_15,Family_15,Life_Expectancy_15,Freedom_15,Trust_15,Generosity_15,Dystopia_15,Happiness_Rank_17,Happiness_Score_17,Whisker_High_17,Whisker_Low_17,Economy_17,Family_17,Life_Expectancy_17,Freedom_17,Generosity_17,Trust_17,Dystopia_17
22,Singapore,Southeastern Asia,24,6.797999999999999,0.0378,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999,26,6.5720000270000005,6.636723068999999,6.507276984,1.69227767,1.3538143630000001,0.949492395,0.549840569,0.34596598100000003,0.464307785,1.2163620000000002
23,Panama,Latin America and Caribbean,25,6.7860000000000005,0.0491,1.0635299999999999,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,30,6.452000141,6.5571307160000005,6.3468695660000005,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,2.307199955
24,Germany,Western Europe,26,6.75,0.01848,1.32792,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003,16,6.951000214,7.005381569,6.896618857999999,1.4879233840000001,1.472520351,0.798950732,0.562511384,0.33626917,0.276731938,2.015769958
25,Chile,Latin America and Caribbean,27,6.67,0.057999999999999996,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363000000000004,2.67585,20,6.65199995,6.73925056,6.564749341000001,1.25278461,1.2840249540000002,0.819479704,0.37689527899999997,0.32666242100000004,0.082287982,2.509585857
26,Qatar,Middle East and Northern Africa,28,6.611000000000001,0.06257,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,35,6.375,6.568476813999999,6.181523186000001,1.870765686,1.27429688,0.710098088,0.604130983,0.33047387,0.439299256,1.14546442
27,France,Western Europe,29,6.575,0.03512,1.27778,1.2603799999999998,0.9457899999999999,0.55011,0.20646,0.12332,2.21126,31,6.441999912000001,6.515767802,6.368232022000001,1.430923462,1.3877768519999998,0.844465852,0.470222116,0.129762307,0.172502428,2.0059547419999997
28,Argentina,Latin America and Caribbean,30,6.574,0.04612,1.05351,1.24823,0.78723,0.44974,0.08484,0.11450999999999999,2.8360000000000003,24,6.598999977,6.690085086,6.507914867999999,1.1852954629999999,1.440451145,0.6951370840000001,0.494519204,0.109457061,0.059739888,2.614005327
29,Czech Republic,Central and Eastern Europe,31,6.505,0.04168,1.17898,1.20643,0.84483,0.46363999999999994,0.02652,0.10686,2.67782,23,6.609000206,6.683862463,6.534137949,1.352682352,1.4338852169999998,0.7544440029999999,0.49094617399999996,0.088106759,0.036872927,2.451861858
30,Uruguay,Latin America and Caribbean,32,6.485,0.04539,1.06166,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.7192168240000001,0.5793922539999999,0.17509692899999998,0.178061873,2.1724095340000003
31,Colombia,Latin America and Caribbean,33,6.477,0.05051,0.91861,1.2401799999999998,0.69077,0.53466,0.0512,0.18400999999999998,2.85737,36,6.3569998739999996,6.452020054,6.261979694,1.070622325,1.4021829369999999,0.5950279239999999,0.477487415,0.149014473,0.046668742,2.616068125
32,Thailand,Southeastern Asia,34,6.455,0.03557,0.9669,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945,32,6.423999786,6.509116856,6.338882717000001,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,2.039508343
33,Saudi Arabia,Middle East and Northern Africa,35,6.4110000000000005,0.04633,1.39541,1.0839299999999998,0.72025,0.31048000000000003,0.32524000000000003,0.13706,2.43872,37,6.343999863,6.444166612,6.243833112999999,1.530623555,1.2866775990000001,0.59014833,0.449750572,0.14761601400000002,0.273432255,2.065429688
34,Spain,Western Europe,36,6.329,0.03468,1.23011,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
35,Malta,Western Europe,37,6.3020000000000005,0.04206,1.2074,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488,27,6.52699995,6.598396772999999,6.455603128,1.343279839,1.488411665,0.8219442370000001,0.588767052,0.574730575,0.153066069,1.556862831
36,Kuwait,Middle East and Northern Africa,39,6.295,0.04456,1.5542200000000002,1.16594,0.72492,0.55499,0.25609,0.16228,1.8763400000000001,39,6.105000018999999,6.1919569889999995,6.018043049,1.6329524519999998,1.259698749,0.632105708,0.49633759299999997,0.22828979800000002,0.21515955,1.640425205
37,Trinidad and Tobago,Latin America and Caribbean,41,6.167999999999999,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.2688200000000003,38,6.168000221000001,6.381533891,5.954466552,1.361355901,1.380228519,0.519983292,0.518630743,0.325296462,0.008964816,2.053247452
38,El Salvador,Latin America and Caribbean,42,6.13,0.056179999999999994,0.76454,1.0250700000000001,0.67737,0.4035,0.11775999999999999,0.10692,3.035,45,6.002999783,6.108635122000001,5.897364443,0.9097844959999999,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887
39,Guatemala,Latin America and Caribbean,43,6.122999999999999,0.052239999999999995,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,29,6.453999996,6.566873973,6.34112602,0.8720019459999999,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2.8938910960000004
40,Uzbekistan,Central and Eastern Europe,44,6.002999999999999,0.04361,0.63244,1.34043,0.59772,0.6582100000000001,0.30826,0.22837,2.2374099999999997,47,5.971000195,6.065537572999999,5.876462816,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.24652822300000002,1.816913605
41,Slovakia,Central and Eastern Europe,45,5.995,0.04267,1.1689100000000001,1.26999,0.7890199999999999,0.31751,0.03431,0.16893,2.2463900000000003,40,6.09800005,6.177348412000001,6.018651687,1.325393558,1.505059242,0.7127329109999999,0.295817465,0.136544481,0.024210852,2.0977766509999998
42,Japan,Eastern Asia,46,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,51,5.920000076,5.990719445,5.849280707999999,1.4169151780000002,1.436337829,0.9134758709999999,0.505625546,0.12057276800000001,0.163760737,1.363223553
43,South Korea,Eastern Asia,47,5.984,0.04098,1.24461,0.9577399999999999,0.9653799999999999,0.33208000000000004,0.07857,0.18557,2.21978,55,5.837999821,5.922559027999999,5.7534406129999995,1.4016784430000002,1.1282744409999999,0.9002140759999999,0.257921666,0.206674367,0.063282669,1.880378008
44,Ecuador,Latin America and Caribbean,48,5.975,0.04528,0.8640200000000001,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002,44,6.007999897,6.105847675,5.910152119,1.0008203979999999,1.286168814,0.6856362220000001,0.45519819899999997,0.150112465,0.140134647,2.290352583
45,Bahrain,Middle East and Northern Africa,49,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,41,6.086999893,6.178989068,5.995010719,1.488412261,1.323110461,0.653133035,0.5367469189999999,0.17266848699999998,0.25704217,1.656149387
46,Italy,Western Europe,50,5.9479999999999995,0.03914,1.25114,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998,48,5.964000225,6.042736906,5.885263544,1.395066619,1.444923282,0.8531443479999999,0.256450713,0.17278964800000002,0.028028091,1.813312054
47,Bolivia,Latin America and Caribbean,51,5.89,0.056420000000000005,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,2.82334,58,5.822999954,5.903976902999999,5.742023006,0.8337565659999999,1.227619052,0.47363025,0.558732927,0.225560725,0.060477725999999996,2.443279028
48,Moldova,Central and Eastern Europe,52,5.888999999999999,0.037989999999999996,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,56,5.837999821,5.908370838,5.767628802999999,0.72887063,1.251825571,0.589465201,0.24072904899999997,0.208779126,0.010091286,2.807808399
49,Paraguay,Latin America and Caribbean,53,5.877999999999999,0.045630000000000004,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,2.18896,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.47350779200000004,0.224150658,0.09106591300000001,1.68533349
50,Kazakhstan,Central and Eastern Europe,54,5.855,0.041139999999999996,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729,60,5.818999767,5.903641775,5.73435776,1.28455627,1.384369016,0.606041551,0.43745428299999994,0.201964423,0.11928288599999999,1.784892559
51,Slovenia,Central and Eastern Europe,55,5.848,0.04251,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999,62,5.757999897,5.84222516,5.673774634,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.04512897900000001,1.3133172990000002
52,Lithuania,Central and Eastern Europe,56,5.832999999999999,0.03843,1.14723,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003,52,5.90199995,5.982669641,5.821330259,1.314582348,1.4735161069999998,0.62894994,0.234231785,0.010164656999999999,0.011865643,2.228440523
53,Nicaragua,Latin America and Caribbean,57,5.827999999999999,0.05371,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407,43,6.071000099,6.1865836,5.955416597999999,0.737299204,1.28721571,0.653095961,0.447551847,0.30167421699999997,0.13068798199999998,2.513930559
54,Peru,Latin America and Caribbean,58,5.824,0.04615,0.9001899999999999,0.97459,0.73017,0.41496000000000005,0.05989,0.14982,2.5945,63,5.715000152999999,5.8119467789999995,5.618053527000001,1.0352252720000001,1.218770385,0.6301661129999999,0.45000287899999997,0.126819715,0.047049087,2.20726943
55,Belarus,Central and Eastern Europe,59,5.813,0.03938,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11045999999999999,2.1309,67,5.568999767,5.646114244,5.491885291,1.15655756,1.444945216,0.637714267,0.29540026199999997,0.155137509,0.156313822,1.723232985
56,Poland,Central and Eastern Europe,60,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565,46,5.97300005,6.0539083410000005,5.892091757999999,1.291787863,1.44571197,0.699475348,0.520342112,0.15846596699999999,0.059307806,1.7977228159999998
57,Malaysia,Southeastern Asia,61,5.77,0.0433,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10500999999999999,0.33075,1.8854099999999998,42,6.084000111,6.179979637000001,5.988020585,1.29121542,1.284646034,0.618784428,0.40226498200000005,0.41660893,0.065600708,2.004448891
58,Croatia,Central and Eastern Europe,62,5.7589999999999995,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.054439999999999995,2.75414,77,5.293000221000001,5.391777205,5.194223238,1.222556233,0.9679830070000001,0.7012885209999999,0.255772293,0.248002976,0.04310311,1.854492426
59,Libya,Middle East and Northern Africa,63,5.754,0.07832,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,2.0906599999999997,68,5.525000095,5.676953807,5.373046383999999,1.101803064,1.35756433,0.52016902,0.46573323,0.152073666,0.09261021,1.8350112440000002
60,Russia,Central and Eastern Europe,64,5.716,0.03135,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2.27394,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
61,Jamaica,Latin America and Caribbean,65,5.709,0.13693,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,2.32038,76,5.31099987,5.581398728,5.040601012,0.9255793090000001,1.3682180640000001,0.641022384,0.474307239,0.233818337,0.055267780999999995,1.6123256680000002
62,North Cyprus,Western Europe,66,5.695,0.05635,1.2080600000000001,1.07008,0.92356,0.49027,0.1428,0.26169000000000003,1.5988799999999999,61,5.809999942999999,5.897366465,5.722633421,1.346911311,1.186303377,0.834647238,0.471203625,0.266845703,0.155353352,1.549157619
63,Cyprus,Western Europe,67,5.689,0.0558,1.20813,0.89318,0.92356,0.40671999999999997,0.06146,0.30638000000000004,1.8893099999999998,65,5.620999812999999,5.7146926989999995,5.527306927000001,1.3559380769999998,1.131363273,0.8447147009999999,0.355111539,0.27125430100000003,0.041237976,1.621249199
64,Algeria,Middle East and Northern Africa,68,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,2.43209,53,5.872000217,5.978286434,5.765714001,1.091864467,1.146217465,0.6175846460000001,0.233335808,0.069436647,0.14609611,2.5676038269999997
65,Kosovo,Central and Eastern Europe,69,5.5889999999999995,0.05018,0.80148,0.81198,0.63132,0.24749000000000002,0.04741,0.2831,2.76579,78,5.278999805,5.364847995,5.193151615,0.9514843820000001,1.1378535029999999,0.54145205,0.260287941,0.319931448,0.057471617999999995,2.010540724
66,Turkmenistan,Central and Eastern Europe,70,5.547999999999999,0.04175,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002,59,5.8220000270000005,5.885180876000001,5.7588191779999995,1.130776763,1.4931491609999998,0.43772608,0.418271929,0.24992498800000001,0.25927034,1.832909822
67,Mauritius,Sub-Saharan Africa,71,5.477,0.07197,1.0076100000000001,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,64,5.629000187000001,5.729862192000001,5.528138182,1.189395547,1.20956099,0.638007462,0.49124732600000004,0.360933751,0.042181555,1.697583914
68,Estonia,Central and Eastern Europe,73,5.428999999999999,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,66,5.611000061,5.688139874,5.533860248,1.32087934,1.4766711000000001,0.695168316,0.47913143,0.098890811,0.18324892199999998,1.357508659
69,Indonesia,Southeastern Asia,74,5.399,0.025960000000000004,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,1.86399,81,5.262000083999999,5.352888598,5.17111157,0.995538592,1.274444699,0.492345721,0.443323463,0.6117045879999999,0.015317135,1.429476976
70,Vietnam,Southeastern Asia,75,5.36,0.03107,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.10440999999999999,0.1686,2.20173,94,5.073999882,5.147280765,5.000718999,0.788547575,1.277491331,0.652168989,0.571055591,0.234968051,0.08763323699999999,1.4623186590000001
71,Turkey,Middle East and Northern Africa,76,5.332000000000001,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,69,5.5,5.594864962999999,5.405135037000001,1.1982743740000001,1.337753177,0.637605608,0.30074059999999997,0.046693042000000004,0.09967158,1.879277945
72,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.03823,0.47428000000000003,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327,98,5.004000187,5.089919903,4.918080471000001,0.596220076,1.394238591,0.5534577970000001,0.454943389,0.428580374,0.039439179,1.5367231369999999
73,Nigeria,Sub-Saharan Africa,78,5.268,0.04192,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2.89319,95,5.073999882,5.209500135,4.938499628,0.783756256,1.215770483,0.05691573,0.394952565,0.23094719600000002,0.026121566000000002,2.365390539
74,Bhutan,Southern Asia,79,5.252999999999999,0.03225,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,1.63794,97,5.011000156000001,5.079334562,4.942665751,0.8854163890000001,1.340126514,0.495879292,0.5015376810000001,0.474054545,0.17338039,1.140184402
